"Identifiant station","Nom de la Station","Nom de la ligne","Niveau de pollution aux particules","Niveau de pollution","Incertitude","Recommandation de surveillance","Action(s) QAI en cours","Lien vers les mesures en direct","Durée des mesures","stop_lon","stop_lat","point_geo","pollution_air","niveau","actions","niveau_pollution"
"IDFM:463220","Mairie d'Ivry","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38349805363583,48.8112100933933,"48.811210093393306, 2.383498053635828","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22216","Maisons-Alfort - Les Juilliottes","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.44578830637596,48.8031058503666,"48.80310585036659, 2.4457883063759605","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22215","Maisons-Alfort - Stade","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.43481953338937,48.8089184784826,"48.80891847848263, 2.434819533389365","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462974","Marcadet - Poissonniers","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34954516703856,48.8912796991365,"48.89127969913649, 2.3495451670385634","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463236","Marx Dormoy","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35980847808402,48.8905795785672,"48.89057957856722, 2.359808478084024","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463239","Michel-Ange - Molitor","Métro 9","pollution élevée","ELEVE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.2616315833557,48.8448804882596,"48.844880488259605, 2.261631583355701","pollution élevée - incertitude forte","Pollution élevée","Action(s) d'amélioration de la qualité de l'air en cours","pollution élevée"
"IDFM:22157","Montparnasse Bienvenue","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32098388303609,48.8423136450649,"48.84231364506487, 2.320983883036087","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22080","Nation","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.39584398872374,48.848084289974,"48.848084289973976, 2.3958439887237373","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22051","Notre-Dame des Champs","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32856494422794,48.8450815080755,"48.84508150807547, 2.328564944227944","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22376","Palais Royal - Musée du Louvre","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33700735476568,48.8626839977697,"48.862683997769665, 2.337007354765684","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462947","Pasteur","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31265189810458,48.8428236688103,"48.84282366881032, 2.3126518981045816","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22020","Père Lachaise","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38615704629834,48.8629641743542,"48.86296417435419, 2.386157046298338","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22115","Place de Clichy","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.32795832801022,48.8836690882727,"48.88366908827266, 2.3279583280102196","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463003","Place d'Italie","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35605026822643,48.830991153014,"48.830991153013954, 2.3560502682264337","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463057","Pointe du Lac","Métro 8","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.46431731272204,48.7687613643443,"48.76876136434425, 2.464317312722042","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463232","Pont Neuf","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.34177674914854,48.8585463392683,"48.85854633926832, 2.341776749148542","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463278","Porte de Clichy","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31320835075881,48.8944312880175,"48.89443128801746, 2.31320835075881","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22374","Porte de la Villette","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38586903314334,48.8978026923557,"48.89780269235572, 2.385869033143345","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22220","Porte de Saint-Ouen","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32904834074465,48.8974978373274,"48.89749783732745, 2.3290483407446505","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22207","Porte Dorée","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.4057493814001,48.8350662204656,"48.8350662204656, 2.405749381400099","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463092","Porte d'Orléans","Métro 4","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32562376035311,48.8233946026207,"48.823394602620716, 2.325623760353114","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21991","Pyrénées","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38488395774874,48.8738126549175,"48.87381265491752, 2.384883957748741","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463091","Réaumur - Sébastopol","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35202393779647,48.8662826836308,"48.86628268363084, 2.3520239377964742","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21903","République","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36409904722257,48.8676874681652,"48.867687468165165, 2.3640990472225725","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:462960","République","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36487967253478,48.8678849713488,"48.86788497134881, 2.3648796725347783","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:490788","Romainville-Carnot","Métro 11","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.44067744459017,48.883574237927,"48.883574237927014, 2.4406774445901713","pas de données","Pas de données",NA,"pas de données"
"IDFM:21946","Saint-Fargeau","Métro 3B","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40449818316887,48.871843372223,"48.87184337222297, 2.4044981831688688","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463040","Saint-Mandé","Métro 1","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.41898970634381,48.8462293473589,"48.84622934735893, 2.4189897063438073","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462986","Sentier","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34751371082199,48.8672834316605,"48.86728343166051, 2.3475137108219895","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21980","Sèvres - Babylone","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.32685966312174,48.8515653063914,"48.85156530639137, 2.326859663121737","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22159","Strasbourg - Saint-Denis","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35374476812941,48.8693857239912,"48.86938572399119, 2.353744768129407","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:21993","Télégraphe","Métro 11","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.39864808996059,48.8755103841807,"48.87551038418075, 2.3986480899605933","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463316","Temple","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36158937833219,48.8666848321909,"48.86668483219092, 2.3615893783321895","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22108","Ternes","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.29811365219831,48.8782007528283,"48.8782007528283, 2.2981136521983068","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463016","Vavin","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3288628540691,48.8420523232924,"48.84205232329236, 2.3288628540691043","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463323","Villejuif Léo Lagrange","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36406854765887,48.8043673990195,"48.80436739901952, 2.364068547658874","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22401","Villejuif Paul Vaillant-Couturier","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36833160157764,48.7963179341601,"48.79631793416014, 2.3683316015776423","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22048","Volontaires","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.30798338057685,48.841411728415,"48.84141172841498, 2.3079833805768515","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463116","Abbesses","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.33839463522091,48.8843927179914,"48.884392717991425, 2.338394635220906","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22123","Anvers","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.34415484033029,48.8828685688439,"48.882868568843925, 2.3441548403302916","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22233","Asnières - Gennevilliers Les Courtilles","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28437210065884,48.9306036414004,"48.93060364140038, 2.284372100658843","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463123","Assemblée Nationale","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32068967969443,48.8611220500808,"48.861122050080816, 2.3206896796944263","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463094","Barbès - Rochechouart","Métro 2","station aérienne","station aérienne",NA,"non","Action(s) d'amélioration de la qualité de l'air en cours","https://www.airparif.fr/",NA,2.35057340088851,48.8838523498619,"48.883852349861876, 2.350573400888514","station aérienne","Station aérienne","Action(s) d'amélioration de la qualité de l'air en cours","station aérienne"
"IDFM:22240","Basilique de Saint-Denis","Métro 13","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35929584081268,48.9367830653242,"48.93678306532419, 2.3592958408126816","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463127","Bel-Air","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.40086713199526,48.8414273322336,"48.84142733223358, 2.400867131995259","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463112","Bibliothèque François Mitterrand","Métro 14","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3764873711683,48.8299257659289,"48.829925765928905, 2.376487371168301","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463131","Bobigny Pablo Picasso","Métro 5","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.44930133664657,48.9063667950306,"48.906366795030564, 2.4493013366465726","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22176","Cambronne","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.30294172833761,48.8475431121935,"48.84754311219352, 2.3029417283376117","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:463146","Chemin Vert","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.36809508538599,48.8570873678203,"48.85708736782028, 2.368095085385991","pollution faible - incertitude forte","Pollution faible","Action(s) d'amélioration de la qualité de l'air en cours","pollution faible"
"IDFM:22120","Colonel Fabien","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.37057610281966,48.8776953458055,"48.877695345805535, 2.3705761028196575","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463162","Commerce","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.29385170844062,48.8445848552401,"48.84458485524012, 2.293851708440619","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22057","Concorde","Métro 12","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32318144957186,48.8661500348259,"48.86615003482594, 2.323181449571859","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463152","Corentin Cariou","Métro 7","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38229155716463,48.8946726600563,"48.89467266005628, 2.382291557164633","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463165","Cour Saint-Emilion","Métro 14","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.38661785021406,48.8333193038434,"48.833319303843425, 2.386617850214058","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463168","Daumesnil","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.39557360614037,48.8396739314086,"48.83967393140864, 2.395573606140371","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22200","Filles du Calvaire","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36682685979541,48.8630883018869,"48.86308830188695, 2.366826859795412","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22082","Franklin D. Roosevelt","Métro 1","pollution faible","FAIBLE","Évaluation : mesures permanentes","non",NA,"https://air-interieur.ratp.fr/","mesures permanentes",2.30935966651963,48.8691648256349,"48.8691648256349, 2.309359666519628","pollution faible - incertitude faible","Pollution faible",NA,"pollution faible"
"IDFM:463184","Gaîté","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32235399677881,48.8385260850225,"48.83852608502253, 2.3223539967788067","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22173","Glacière","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.34349749271799,48.8311702352458,"48.831170235245835, 2.3434974927179884","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:22197","Grands Boulevards","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34283964863655,48.8714667784441,"48.87146677844407, 2.342839648636545","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462952","Guy Môquet","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32748325862613,48.8930014419616,"48.8930014419616, 2.327483258626126","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22091","Hôtel de Ville","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3520676701391,48.8573524051859,"48.85735240518587, 2.3520676701391","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22185","Invalides","Métro 13","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.31463999512253,48.8605344555412,"48.86053445554123, 2.3146399951225347","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22118","Jaurès","Métro 2","station aérienne","station aérienne",NA,"non","Action(s) d'amélioration de la qualité de l'air en cours","https://www.airparif.fr/",NA,2.37026986750925,48.8815968307993,"48.88159683079925, 2.370269867509251","station aérienne","Station aérienne","Action(s) d'amélioration de la qualité de l'air en cours","station aérienne"
"IDFM:21995","Jourdain","Métro 11","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.3893253789101,48.8752473486414,"48.875247348641416, 2.389325378910096","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:22395","La Courneuve - 8 Mai 1945","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.41022140364051,48.9202457966294,"48.92024579662936, 2.4102214036405085","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22101","La Défense (Grande Arche)","Métro 1","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.23798818309883,48.891817866461,"48.89181786646099, 2.2379881830988277","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:490791","La Dhuys","Métro 11","pas de données","pas de données","Évaluation : impossible faute d’informations","non",NA,NA,NA,2.46511618195365,48.8780111916913,"48.8780111916913, 2.465116181953647","pas de données","Pas de données",NA,"pas de données"
"IDFM:463194","La Motte-Picquet - Grenelle","Métro 6","station aérienne","station aérienne",NA,"non",NA,"https://www.airparif.fr/",NA,2.29895709697701,48.8487654481223,"48.848765448122315, 2.298957096977008","station aérienne","Station aérienne",NA,"station aérienne"
"IDFM:22146","Les Halles","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.34600573656331,48.8625266596287,"48.86252665962869, 2.34600573656331","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463209","Liberté","Métro 8","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.40640945913237,48.8260803219361,"48.82608032193611, 2.406409459132366","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22384","Louis Blanc","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.36435624918908,48.8812418207527,"48.88124182075271, 2.3643562491890786","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22034","Louise Michel","Métro 3","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28827784906798,48.8885390011961,"48.88853900119613, 2.2882778490679767","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22187","Lourmel","Métro 8","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.28224195985508,48.8386608636599,"48.83866086365992, 2.2822419598550767","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:21973","Mabillon","Métro 10","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.33514281934648,48.8528437382995,"48.85284373829949, 2.335142819346476","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
"IDFM:463081","Madeleine","Métro 12","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.32516992903419,48.870032940904,"48.87003294090397, 2.325169929034193","pollution faible - incertitude forte","Pollution faible","Action(s) d'amélioration de la qualité de l'air en cours","pollution faible"
"IDFM:21941","Mairie de Montreuil","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.44181937724591,48.8622744369706,"48.8622744369706, 2.4418193772459085","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:463224","Maison Blanche","Métro 7","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.35841294615594,48.822149506075,"48.82214950607496, 2.358412946155939","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:463215","Maraîchers","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.40604900657904,48.8526501309564,"48.85265013095636, 2.4060490065790447","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:462914","Marcel Sembat","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.24358304861805,48.8335929821897,"48.83359298218974, 2.243583048618053","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:22116","Ménilmontant","Métro 2","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.38353966877949,48.8664401667817,"48.866440166781686, 2.38353966877949","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:21904","Michel-Ange - Molitor","Métro 10","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.26182185732201,48.845155970187,"48.84515597018703, 2.2618218573220084","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:462957","Miromesnil","Métro 9","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non","Action(s) d'amélioration de la qualité de l'air en cours",NA,NA,2.31467682382427,48.8736921019791,"48.87369210197914, 2.3146768238242688","pollution moyenne - incertitude forte","Pollution moyenne","Action(s) d'amélioration de la qualité de l'air en cours","pollution moyenne"
"IDFM:462955","Montparnasse Bienvenue","Métro 6","pollution moyenne","MOYENNE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","oui",NA,NA,NA,2.32121871999038,48.8421306078144,"48.84213060781436, 2.3212187199903807","pollution moyenne - incertitude forte","Pollution moyenne",NA,"pollution moyenne"
"IDFM:22144","Mouton-Duvernet","Métro 4","pollution faible","FAIBLE","Évaluation : modélisation reposant notamment sur la configuration de la station, le trafic et le matériel roulant","non",NA,NA,NA,2.32979034782274,48.8313820090936,"48.831382009093616, 2.32979034782274","pollution faible - incertitude forte","Pollution faible",NA,"pollution faible"
